epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
0,0.6988489380566625,0.5036211587708067,0.6957285495758057,0.5096,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
1,0.6968862329646659,0.4998999679897567,0.6987259895324707,0.4954,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
2,0.6977280080700042,0.5000400128040973,0.6999180528640747,0.5018,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
3,0.6964875173477143,0.49799935979513443,0.6958199167251586,0.4982,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
4,0.6943820402045257,0.4972991357234315,0.6938543512344361,0.4918,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
5,0.6939606381134248,0.49953985275288093,0.6934840401649475,0.5048,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
6,0.6938018320311963,0.5007202304737516,0.6933157052993775,0.5064,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
7,0.6935857200897305,0.5024207746478874,0.6934806036949158,0.498,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
8,0.6937700674872698,0.49993998079385404,0.6931150173187256,0.5058,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
9,0.6936341885110022,0.49689900768245837,0.6931071145057678,0.5124,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
10,0.6934700960844336,0.49911971830985913,0.6929218709945679,0.5124,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
11,0.6935002308496288,0.49893966069142126,0.6931648872375489,0.5004,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
12,0.693285321304038,0.5047415172855314,0.6933162281036377,0.4962,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
13,0.6931729924205629,0.5056217989756722,0.6933519388198852,0.4994,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
14,0.693224534945665,0.5033410691421255,0.6926744033813477,0.5172,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
15,0.6932189506544194,0.5013204225352113,0.6931534358978272,0.5032,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
16,0.693206290582078,0.4993197823303457,0.6931303591728211,0.503,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
17,0.6931564295795601,0.5010603393085787,0.6931393041610717,0.501,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
18,0.6931639896006957,0.49825944302176695,0.6931822690010071,0.4874,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
19,0.6931555345940682,0.49723911651728553,0.693128565120697,0.5084,0,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
0,0.6974263343859879,0.5040612996158771,0.6981893171310425,0.488,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
1,0.6963976828450583,0.5032410371318822,0.70133101978302,0.4868,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
2,0.6973976911106428,0.5000200064020487,0.6979479114532471,0.5106,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
3,0.6964569368832548,0.4986395646606914,0.6946791666984559,0.5044,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
4,0.6944054634561917,0.5006802176696543,0.6941788349151611,0.4946,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
5,0.6939050682680861,0.5014404609475032,0.6942155399322509,0.4994,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
6,0.6939024531429159,0.49889964788732394,0.6932843282699584,0.5054,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
7,0.6937110545387952,0.5006602112676056,0.6930401056289673,0.508,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
8,0.6936494023485464,0.5006802176696543,0.69451031665802,0.4978,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
9,0.6935467749795902,0.5016205185659411,0.6932661224365234,0.4932,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
10,0.6933111256887604,0.5050416133162612,0.6931095287322998,0.5052,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
11,0.6934196670443087,0.5020006402048656,0.6933572023391724,0.4966,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
12,0.6933429642615031,0.4971991037131882,0.6927586589813233,0.5182,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
13,0.6934266492590861,0.4976592509603073,0.6931614297866822,0.5004,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
14,0.6933343388359617,0.49459827144686297,0.6932903114318848,0.4892,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
15,0.6932074967175531,0.4978393085787452,0.6931877504348755,0.4992,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
16,0.6932175771527651,0.4974391805377721,0.6931725120544434,0.4956,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
17,0.6931860427087156,0.49813940460947503,0.6931067203521728,0.5188,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
18,0.6931617618675574,0.49799935979513443,0.693166921710968,0.4966,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
19,0.6931547584362738,0.4957786491677337,0.6931627257347107,0.4938,1,ICLTransformerShuffledLabels,task_A_ablation_shuffled_labels
