epoch,train_loss,train_acc,val_loss,val_acc,seed,model,experiment
0,0.698859493955302,0.5027608834827144,0.695723990058899,0.5086,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
1,0.69681865488216,0.5001000320102432,0.6985273671150207,0.498,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
2,0.6976674909628308,0.4998999679897567,0.6998215371131897,0.5022,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
3,0.696519257393445,0.4982394366197183,0.6957614569664001,0.4992,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
4,0.6943859280911053,0.4972191101152369,0.6938641584396362,0.4932,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
5,0.6939590048240486,0.49993998079385404,0.6934760828971863,0.5032,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
6,0.6938051914894016,0.500760243277849,0.693316201210022,0.506,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
7,0.693580879292018,0.5021606914212549,0.6934870943069458,0.4966,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
8,0.6937714805218382,0.4998199423815621,0.69311328125,0.5104,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
9,0.6936299609313701,0.49781930217669657,0.6931347421646118,0.5078,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
10,0.6934679149818176,0.49941981434058896,0.6929285831451416,0.5112,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
11,0.693501992811772,0.4989996798975672,0.6931623723983764,0.5022,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
12,0.6932893011542502,0.504701504481434,0.6933201513290406,0.4962,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
13,0.6931675174935373,0.5053417093469911,0.6933532717704773,0.4994,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
14,0.693222880287146,0.5035611395646606,0.6926675255775452,0.5172,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
15,0.6932174882418672,0.5014604673495519,0.6931601205825806,0.503,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
16,0.6932043209576576,0.4997199103713188,0.69312672996521,0.5012,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
17,0.6931538973361369,0.5006602112676056,0.6931260232925415,0.5016,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
18,0.6931628287983307,0.497559218950064,0.6931783116340637,0.4916,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
19,0.6931574354556398,0.49659891165172854,0.6931207206726074,0.5086,0,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
0,0.697521808129114,0.5036211587708067,0.6982022485733033,0.4888,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
1,0.6963719434835847,0.5035611395646606,0.7014361705780029,0.4874,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
2,0.6974187368925341,0.4987395966709347,0.6979830560684204,0.5096,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
3,0.6964667705048673,0.49901968629961585,0.6948015212059021,0.5034,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
4,0.6944210021810251,0.5011403649167734,0.6941886819839478,0.4976,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
5,0.6939028625146375,0.5018205825864277,0.6941934001922607,0.4994,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
6,0.6939038406871497,0.49907970550576186,0.693280327129364,0.5054,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
7,0.6937070126417504,0.5011803777208707,0.6930371514320374,0.5058,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
8,0.6936476879327459,0.5006602112676056,0.6945035996437072,0.4978,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
9,0.6935465644935335,0.5015204865556978,0.6932556714057923,0.4932,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
10,0.6933122687089458,0.5047815300896287,0.6931089702606201,0.5052,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
11,0.6934194478579581,0.5019806338028169,0.6933631937980652,0.4966,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
12,0.6933442912089535,0.49701904609475034,0.6927571201324463,0.5182,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
13,0.6934279657509201,0.49785931498079383,0.6931631322860717,0.5012,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
14,0.693334700966614,0.49473831626120357,0.6932957370758057,0.4892,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
15,0.6932069834002154,0.4982394366197183,0.6931891988754273,0.4992,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
16,0.6932164142898042,0.49725912291933416,0.6931760940551758,0.4948,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
17,0.693186502755833,0.49785931498079383,0.6931080027580261,0.5176,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
18,0.6931599702175693,0.49763924455825864,0.6931655546188354,0.493,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
19,0.6931544545365357,0.4962988156209987,0.69316254529953,0.4916,1,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
0,0.6985468721725572,0.4989796734955186,0.6949384009361267,0.5076,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
1,0.6960193562904485,0.5044214148527529,0.6958066961288453,0.4982,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
2,0.6972610426162789,0.4998799615877081,0.6973347797393799,0.4992,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
3,0.6957734371422195,0.5014804737516005,0.6953222688674927,0.492,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
4,0.6941629561968863,0.5030009603072984,0.6974241522789002,0.4992,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
5,0.6941430439717028,0.4985595390524968,0.6955074182510376,0.4964,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
6,0.693958332535552,0.49867957746478875,0.6932852197647095,0.4912,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
7,0.6937330771957866,0.49875960307298334,0.6930189386367798,0.5102,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
8,0.6936476796140438,0.5015404929577465,0.6932331483840942,0.4956,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
9,0.6935689979722954,0.4955385723431498,0.6930354211807251,0.5066,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
10,0.6934454837926066,0.49901968629961585,0.6939929531097412,0.4972,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
11,0.6933728873195477,0.4984995198463508,0.6931720211982727,0.4942,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
12,0.6933817029304602,0.5015004801536491,0.6931484279632568,0.5048,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
13,0.6932213689545206,0.5021006722151088,0.693187897491455,0.498,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
14,0.6932781254741508,0.49655889884763127,0.6932406757354737,0.5034,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
15,0.693236303085249,0.4967989756722151,0.6931786888122559,0.497,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
16,0.6932171810604394,0.49659891165172854,0.6930487001419068,0.512,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
17,0.6931705318400863,0.5015204865556978,0.6930999685287476,0.5044,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
18,0.6931758266557652,0.49881962227912935,0.6931310192108154,0.5048,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
19,0.6931577970520635,0.4985995518565941,0.6931625182151795,0.487,2,ICLTransformerFrozenQK,task_A_ablation_frozen_qk
